,Data,Godzina,ZAP
5030,20160728,16,21028.838
5031,20160728,17,20563.213
5032,20160728,18,20252.238
5033,20160728,19,19861.938000000002
5034,20160728,20,20005.038
5035,20160728,21,20202.85
5036,20160728,22,20320.963
5037,20160728,23,18956.563000000002
5038,20160728,24,17455.0
5039,20160729,1,16234.638
5040,20160729,2,15510.588
5041,20160729,3,15089.65
5042,20160729,4,14983.213
5043,20160729,5,14815.3
5044,20160729,6,14731.038
5045,20160729,7,16658.163
5046,20160729,8,18656.5
5047,20160729,9,20105.963
5048,20160729,10,20916.7
5049,20160729,11,21075.35
5050,20160729,12,21363.713
5051,20160729,13,21523.475
5052,20160729,14,21441.638
5053,20160729,15,21041.75
5054,20160729,16,20748.8
5055,20160729,17,20271.288
5056,20160729,18,19748.538
5057,20160729,19,19536.275
5058,20160729,20,19539.2
5059,20160729,21,19653.325
5060,20160729,22,19692.4
5061,20160729,23,18410.388
5062,20160729,24,16967.925
5063,20160730,1,15809.075
5064,20160730,2,15014.313
5065,20160730,3,14525.7
5066,20160730,4,14333.588
5067,20160730,5,14086.088
5068,20160730,6,13571.088
5069,20160730,7,14593.513
5070,20160730,8,16067.088
5071,20160730,9,17575.575
5072,20160730,10,18506.825
5073,20160730,11,18875.375
5074,20160730,12,19015.988
5075,20160730,13,18865.813000000002
5076,20160730,14,18621.825
5077,20160730,15,18084.675
5078,20160730,16,17705.463
5079,20160730,17,17453.5
5080,20160730,18,17205.525
5081,20160730,19,17094.45
5082,20160730,20,16995.575
5083,20160730,21,17211.363
5084,20160730,22,17716.375
5085,20160730,23,16767.738
5086,20160730,24,15435.263
5087,20160731,1,14324.45
5088,20160731,2,13586.213
5089,20160731,3,13196.525
5090,20160731,4,13036.375
5091,20160731,5,12780.913
5092,20160731,6,12218.888
5093,20160731,7,12741.175
5094,20160731,8,13683.238000000001
5095,20160731,9,14848.975
5096,20160731,10,15950.075
5097,20160731,11,16701.8
5098,20160731,12,16949.3
5099,20160731,13,16996.838
5100,20160731,14,17018.813000000002
5101,20160731,15,16520.175
5102,20160731,16,16291.95
5103,20160731,17,16057.288
5104,20160731,18,15983.863000000001
5105,20160731,19,16032.15
5106,20160731,20,16251.225
5107,20160731,21,16580.675
5108,20160731,22,16888.5
5109,20160731,23,16053.4
5110,20160731,24,14827.938
5111,20160801,1,13845.8
5112,20160801,2,13504.013
5113,20160801,3,13189.288
5114,20160801,4,13172.438
5115,20160801,5,13049.05
5116,20160801,6,13278.225
5117,20160801,7,15634.025
5118,20160801,8,17794.625
5119,20160801,9,19178.65
5120,20160801,10,19791.138
5121,20160801,11,19866.875
5122,20160801,12,20278.938000000002
5123,20160801,13,20473.875
5124,20160801,14,20522.65
5125,20160801,15,20048.15
5126,20160801,16,19881.513
5127,20160801,17,19507.163
5128,20160801,18,19018.625
5129,20160801,19,18774.1
5130,20160801,20,18951.563000000002
5131,20160801,21,19290.625
5132,20160801,22,19385.9
5133,20160801,23,17965.75
5134,20160801,24,16506.65
5135,20160802,1,15339.638
5136,20160802,2,14654.25
5137,20160802,3,14263.875
5138,20160802,4,14221.1
5139,20160802,5,14164.45
5140,20160802,6,14114.963
5141,20160802,7,16157.65
5142,20160802,8,18173.738
5143,20160802,9,19623.4
5144,20160802,10,20202.05
5145,20160802,11,20157.238
5146,20160802,12,20548.988
5147,20160802,13,20635.3
5148,20160802,14,20689.263
5149,20160802,15,20212.0
5150,20160802,16,19958.438000000002
5151,20160802,17,19614.55
5152,20160802,18,19251.275
5153,20160802,19,19024.9
5154,20160802,20,19179.413
5155,20160802,21,19606.3
5156,20160802,22,19456.725
5157,20160802,23,17840.55
5158,20160802,24,16459.263
5159,20160803,1,15373.175
5160,20160803,2,14779.938
5161,20160803,3,14471.15
5162,20160803,4,14456.938
5163,20160803,5,14453.988000000001
5164,20160803,6,14478.6
5165,20160803,7,16472.175
5166,20160803,8,18396.813000000002
5167,20160803,9,19666.588
5168,20160803,10,20266.638
5169,20160803,11,20364.763
5170,20160803,12,20661.388
5171,20160803,13,20857.625
5172,20160803,14,20828.463
5173,20160803,15,20508.938000000002
5174,20160803,16,20203.325
5175,20160803,17,19830.013
5176,20160803,18,19523.225
5177,20160803,19,19288.888
5178,20160803,20,19466.5
5179,20160803,21,19951.913
5180,20160803,22,19892.763
5181,20160803,23,18151.313000000002
5182,20160803,24,16646.95
5183,20160804,1,15641.713
5184,20160804,2,15041.45
5185,20160804,3,14786.2
5186,20160804,4,14694.638
5187,20160804,5,14653.7
5188,20160804,6,14660.3
5189,20160804,7,16659.825
5190,20160804,8,18642.25
5191,20160804,9,19868.975
5192,20160804,10,20660.788
5193,20160804,11,20887.988
5194,20160804,12,21312.325
5195,20160804,13,21526.188
5196,20160804,14,21527.412999999997
5197,20160804,15,21180.725
5198,20160804,16,20916.85
5199,20160804,17,20576.738
5200,20160804,18,20213.788
5201,20160804,19,19920.788
5202,20160804,20,19986.0
5203,20160804,21,20473.888
5204,20160804,22,20523.513
5205,20160804,23,18852.113
5206,20160804,24,17339.563000000002
5207,20160805,1,16087.45
5208,20160805,2,15387.825
5209,20160805,3,14952.675
5210,20160805,4,14991.05
5211,20160805,5,14958.225
5212,20160805,6,14840.775
5213,20160805,7,16888.013
5214,20160805,8,18734.175
5215,20160805,9,20305.288
5216,20160805,10,21067.388
5217,20160805,11,21378.125
5218,20160805,12,21878.513
5219,20160805,13,21922.513
5220,20160805,14,21876.175
5221,20160805,15,21313.775
5222,20160805,16,20928.113
5223,20160805,17,20486.563000000002
5224,20160805,18,20086.3
5225,20160805,19,19659.863
5226,20160805,20,19694.313000000002
5227,20160805,21,20023.6
5228,20160805,22,19767.213
5229,20160805,23,18213.363
5230,20160805,24,16742.65
5231,20160806,1,15759.263
5232,20160806,2,15084.575
5233,20160806,3,14673.4
5234,20160806,4,14477.8
5235,20160806,5,14252.9
5236,20160806,6,13859.463
5237,20160806,7,14701.225
5238,20160806,8,15936.675
5239,20160806,9,17133.863
5240,20160806,10,18037.375
5241,20160806,11,18428.425
5242,20160806,12,18584.55
5243,20160806,13,18362.7
5244,20160806,14,18230.925
5245,20160806,15,17669.6
5246,20160806,16,17302.838
5247,20160806,17,17060.088
5248,20160806,18,16876.25
5249,20160806,19,16741.2
5250,20160806,20,16824.225
5251,20160806,21,17142.825
5252,20160806,22,17231.288
5253,20160806,23,16133.613000000001
5254,20160806,24,14878.138
5255,20160807,1,13813.938
5256,20160807,2,13150.613000000001
5257,20160807,3,12722.025
5258,20160807,4,12464.325
5259,20160807,5,12298.825
5260,20160807,6,11714.275
5261,20160807,7,12143.588
5262,20160807,8,13147.15
5263,20160807,9,14154.013
5264,20160807,10,15105.15
5265,20160807,11,15662.438
5266,20160807,12,15892.525
5267,20160807,13,15847.038
5268,20160807,14,15875.425
5269,20160807,15,15459.625
5270,20160807,16,15216.213
5271,20160807,17,15099.375
5272,20160807,18,15100.375
5273,20160807,19,15281.413
5274,20160807,20,15521.138
5275,20160807,21,16115.5
5276,20160807,22,16604.675
5277,20160807,23,15733.6
5278,20160807,24,14477.675
5279,20160808,1,13521.163
5280,20160808,2,13006.863000000001
5281,20160808,3,12823.45
5282,20160808,4,12711.363000000001
5283,20160808,5,12808.7
5284,20160808,6,13053.313
5285,20160808,7,15420.45
5286,20160808,8,17721.638
5287,20160808,9,19259.688000000002
5288,20160808,10,20101.338
5289,20160808,11,20324.888
5290,20160808,12,20701.6
5291,20160808,13,20819.638
5292,20160808,14,20836.175
5293,20160808,15,20442.55
5294,20160808,16,20257.138
5295,20160808,17,20001.325
5296,20160808,18,19613.288
5297,20160808,19,19440.625
5298,20160808,20,19486.288
5299,20160808,21,20090.238
5300,20160808,22,20033.05
5301,20160808,23,18368.988
5302,20160808,24,16793.738
5303,20160809,1,15613.363000000001
5304,20160809,2,14968.288
5305,20160809,3,14597.85
5306,20160809,4,14577.938
5307,20160809,5,14666.713
5308,20160809,6,14455.7
5309,20160809,7,16405.588
5310,20160809,8,18562.4
5311,20160809,9,19817.225
5312,20160809,10,20385.55
5313,20160809,11,20491.55
5314,20160809,12,20876.1
5315,20160809,13,20990.5
5316,20160809,14,20976.15
5317,20160809,15,20653.663
5318,20160809,16,20379.813000000002
5319,20160809,17,20100.988
5320,20160809,18,19667.275
5321,20160809,19,19362.538
5322,20160809,20,19586.838
5323,20160809,21,19996.375
5324,20160809,22,19557.138
5325,20160809,23,17982.85
5326,20160809,24,16668.363
5327,20160810,1,15632.313
5328,20160810,2,14881.663
5329,20160810,3,14516.813
5330,20160810,4,14517.7
5331,20160810,5,14513.725
5332,20160810,6,14528.2
5333,20160810,7,16502.6
5334,20160810,8,18410.088
5335,20160810,9,19703.238
5336,20160810,10,20336.275
5337,20160810,11,20521.913
5338,20160810,12,20845.738
5339,20160810,13,20881.588
5340,20160810,14,20810.038
5341,20160810,15,20383.488
5342,20160810,16,20243.188000000002
5343,20160810,17,19911.75
5344,20160810,18,19554.763
5345,20160810,19,19362.763
5346,20160810,20,19446.463
5347,20160810,21,19875.125
5348,20160810,22,19551.713
5349,20160810,23,17903.0
5350,20160810,24,16456.688000000002
5351,20160811,1,15374.263
5352,20160811,2,14716.8
5353,20160811,3,14436.4
5354,20160811,4,14402.125
5355,20160811,5,14402.538
5356,20160811,6,14294.375
5357,20160811,7,16144.925
5358,20160811,8,18313.763
5359,20160811,9,19580.95
5360,20160811,10,20170.013
5361,20160811,11,20237.613
5362,20160811,12,20543.538
5363,20160811,13,20600.825
5364,20160811,14,20463.238
5365,20160811,15,20078.875
5366,20160811,16,19963.875
5367,20160811,17,19564.675
5368,20160811,18,19416.488
5369,20160811,19,19205.975
5370,20160811,20,19383.1
5371,20160811,21,20029.4
5372,20160811,22,19716.825
5373,20160811,23,18097.9
5374,20160811,24,16637.825
5375,20160812,1,15560.788
5376,20160812,2,14811.888
5377,20160812,3,14516.075
5378,20160812,4,14411.138
5379,20160812,5,14534.863000000001
5380,20160812,6,14417.425
5381,20160812,7,16273.288
5382,20160812,8,18254.088
5383,20160812,9,19490.788
5384,20160812,10,20108.188000000002
5385,20160812,11,20192.488
5386,20160812,12,20439.588
5387,20160812,13,20484.675
5388,20160812,14,20401.9
5389,20160812,15,19968.725
5390,20160812,16,19857.95
5391,20160812,17,19416.775
5392,20160812,18,19188.25
5393,20160812,19,18926.15
5394,20160812,20,19188.688000000002
5395,20160812,21,19796.4
5396,20160812,22,19255.675
5397,20160812,23,17715.688000000002
5398,20160812,24,16414.775
5399,20160813,1,15338.988000000001
5400,20160813,2,14688.338
5401,20160813,3,14158.275
5402,20160813,4,14120.075
5403,20160813,5,14016.675
5404,20160813,6,13413.725
5405,20160813,7,14204.738000000001
5406,20160813,8,15518.763
5407,20160813,9,16778.575
5408,20160813,10,17644.888
5409,20160813,11,18077.7
5410,20160813,12,18335.175
5411,20160813,13,18241.413
5412,20160813,14,17989.188000000002
5413,20160813,15,17429.913
5414,20160813,16,17131.563000000002
5415,20160813,17,16980.163
5416,20160813,18,16829.463
5417,20160813,19,16703.225
5418,20160813,20,16811.8
5419,20160813,21,17631.513
5420,20160813,22,17518.813000000002
5421,20160813,23,16383.7
5422,20160813,24,14993.075
5423,20160814,1,13910.763
5424,20160814,2,13223.013
5425,20160814,3,12931.025
5426,20160814,4,12856.15
5427,20160814,5,12767.938
5428,20160814,6,12135.825
5429,20160814,7,12517.938
5430,20160814,8,13381.275
5431,20160814,9,14588.338
5432,20160814,10,15352.725
5433,20160814,11,15788.563
5434,20160814,12,15881.813
5435,20160814,13,15896.288
5436,20160814,14,15865.25
5437,20160814,15,15469.813
5438,20160814,16,15306.788
5439,20160814,17,15069.713
5440,20160814,18,14929.15
5441,20160814,19,15073.638
5442,20160814,20,15232.513
5443,20160814,21,15924.9
5444,20160814,22,16092.838
5445,20160814,23,14994.463
5446,20160814,24,13970.325
5447,20160815,1,13091.375
5448,20160815,2,12512.013
5449,20160815,3,12149.313
5450,20160815,4,12016.038
5451,20160815,5,11927.188
5452,20160815,6,11429.413
5453,20160815,7,11750.3
5454,20160815,8,12580.575
5455,20160815,9,13527.4
5456,20160815,10,14313.05
5457,20160815,11,14736.175
5458,20160815,12,14885.15
5459,20160815,13,14903.263
5460,20160815,14,14907.875
5461,20160815,15,14654.125
5462,20160815,16,14365.05
5463,20160815,17,14180.575
5464,20160815,18,14177.775
5465,20160815,19,14336.175
5466,20160815,20,14880.375
5467,20160815,21,15955.963
5468,20160815,22,16038.6
5469,20160815,23,15250.088
5470,20160815,24,14190.863000000001
5471,20160816,1,13238.638
5472,20160816,2,12860.55
5473,20160816,3,12661.513
5474,20160816,4,12603.863000000001
5475,20160816,5,12839.625
5476,20160816,6,12983.838
5477,20160816,7,15393.05
5478,20160816,8,17636.138
5479,20160816,9,19147.6
5480,20160816,10,19923.75
5481,20160816,11,20068.338
5482,20160816,12,20331.075
5483,20160816,13,20458.075
5484,20160816,14,20416.25
5485,20160816,15,20130.863
5486,20160816,16,20003.7
5487,20160816,17,19652.538
5488,20160816,18,19318.7
5489,20160816,19,19189.738
5490,20160816,20,19490.788
5491,20160816,21,20301.713
5492,20160816,22,19569.025
5493,20160816,23,17982.5
5494,20160816,24,16539.188000000002
5495,20160817,1,15533.513
5496,20160817,2,14839.138
5497,20160817,3,14489.663
5498,20160817,4,14568.575
5499,20160817,5,14705.538
5500,20160817,6,14561.738000000001
5501,20160817,7,16685.913
5502,20160817,8,18710.238
5503,20160817,9,19950.188000000002
5504,20160817,10,20474.4
5505,20160817,11,20679.35
5506,20160817,12,21004.338
5507,20160817,13,20982.037999999997
5508,20160817,14,20931.0
5509,20160817,15,20533.213
5510,20160817,16,20305.438000000002
5511,20160817,17,19965.3
5512,20160817,18,19602.975
5513,20160817,19,19443.163
5514,20160817,20,19903.088
5515,20160817,21,20846.638
5516,20160817,22,20136.725
5517,20160817,23,18368.775
5518,20160817,24,16830.275
5519,20160818,1,15747.825
5520,20160818,2,15109.463
5521,20160818,3,14764.088
5522,20160818,4,14713.738000000001
5523,20160818,5,14828.2
5524,20160818,6,14762.45
5525,20160818,7,16755.35
5526,20160818,8,18764.713
5527,20160818,9,20050.638
5528,20160818,10,20593.3
5529,20160818,11,20634.438000000002
5530,20160818,12,20974.688
5531,20160818,13,21172.388
5532,20160818,14,21073.725
5533,20160818,15,20684.338
5534,20160818,16,20395.15
5535,20160818,17,20026.525
5536,20160818,18,19755.038
5537,20160818,19,19624.2
5538,20160818,20,19865.95
5539,20160818,21,20867.688000000002
5540,20160818,22,20166.363
5541,20160818,23,18522.188000000002
5542,20160818,24,17026.463
5543,20160819,1,15911.788
5544,20160819,2,15245.913
5545,20160819,3,14884.25
5546,20160819,4,14854.5
5547,20160819,5,14927.988000000001
5548,20160819,6,14967.013
5549,20160819,7,16874.413
5550,20160819,8,18948.638
5551,20160819,9,20257.7
5552,20160819,10,20940.575
5553,20160819,11,21038.95
5554,20160819,12,21448.75
5556,20160819,14,21490.475
5557,20160819,15,21034.75
5558,20160819,16,20830.763
5559,20160819,17,20522.65
5560,20160819,18,20153.038
5561,20160819,19,19820.025
5562,20160819,20,19930.375
5563,20160819,21,20920.688000000002
5564,20160819,22,20136.038
5565,20160819,23,18525.175
5566,20160819,24,17034.663
5567,20160820,1,15911.075
5568,20160820,2,15264.538
5569,20160820,3,14801.813
5570,20160820,4,14605.188
5571,20160820,5,14587.625
5572,20160820,6,14001.325
5573,20160820,7,14830.75
5574,20160820,8,16296.113000000001
5575,20160820,9,17700.938000000002
5576,20160820,10,18782.813000000002
5577,20160820,11,19249.575
5578,20160820,12,19379.813000000002
5579,20160820,13,19230.263
5580,20160820,14,18971.988
5581,20160820,15,18268.75
5582,20160820,16,17898.263
5583,20160820,17,17646.363
5584,20160820,18,17483.325
5585,20160820,19,17286.15
5586,20160820,20,17474.688000000002
5587,20160820,21,18436.688000000002
5588,20160820,22,17731.588
5589,20160820,23,16519.313000000002
5590,20160820,24,15344.263
5591,20160821,1,14350.538
5592,20160821,2,13683.65
5593,20160821,3,13279.838
5594,20160821,4,13180.55
5595,20160821,5,13000.7
5596,20160821,6,12546.475
5597,20160821,7,12749.138
5598,20160821,8,13695.788
5599,20160821,9,14750.713
5600,20160821,10,15808.438
5601,20160821,11,16531.825
5602,20160821,12,16862.513
5603,20160821,13,17018.025
5604,20160821,14,17011.363
5605,20160821,15,16620.888
5606,20160821,16,16349.913
5607,20160821,17,16072.8
5608,20160821,18,16033.238000000001
5609,20160821,19,16282.825
5610,20160821,20,16611.388
5611,20160821,21,17371.325
5612,20160821,22,16847.138
5613,20160821,23,15856.688
5614,20160821,24,14820.188
5615,20160822,1,14027.525
5616,20160822,2,13521.275
5617,20160822,3,13292.738000000001
5618,20160822,4,13320.625
5619,20160822,5,13615.5
5620,20160822,6,13965.888
5621,20160822,7,16267.213
5622,20160822,8,18565.775
5623,20160822,9,19964.275
5624,20160822,10,20636.85
5625,20160822,11,20871.075
5626,20160822,12,21214.1
5627,20160822,13,21362.912999999997
5628,20160822,14,21375.675
5629,20160822,15,20996.0
5630,20160822,16,20699.525
5631,20160822,17,20289.563000000002
5632,20160822,18,19950.875
5633,20160822,19,19752.45
5634,20160822,20,20196.175
5635,20160822,21,21081.775
5636,20160822,22,20107.188000000002
5637,20160822,23,18330.15
5638,20160822,24,16850.663
5639,20160823,1,15818.013
5640,20160823,2,15147.775
5641,20160823,3,14834.963
5642,20160823,4,14761.9
5643,20160823,5,15040.275
5644,20160823,6,15068.775
5645,20160823,7,17053.163
5646,20160823,8,19068.025
5647,20160823,9,20235.375
5648,20160823,10,20823.8
5649,20160823,11,21012.662999999997
5650,20160823,12,21392.375
5651,20160823,13,21559.65
5652,20160823,14,21692.55
5653,20160823,15,21132.438
5654,20160823,16,20899.138
5655,20160823,17,20586.5
5656,20160823,18,20297.963
5657,20160823,19,20190.988
5658,20160823,20,20708.2
5659,20160823,21,21670.275
5660,20160823,22,20633.038
5661,20160823,23,18718.0
5662,20160823,24,17227.575
5663,20160824,1,16152.95
5664,20160824,2,15520.15
5665,20160824,3,15153.013
5666,20160824,4,15164.038
5667,20160824,5,15411.438
5668,20160824,6,15531.913
5669,20160824,7,17438.113
5670,20160824,8,19557.45
5671,20160824,9,20932.138
5672,20160824,10,21412.225
5673,20160824,11,21429.088
5674,20160824,12,21785.25
5675,20160824,13,21908.6
5676,20160824,14,21841.588
5677,20160824,15,21431.175
5678,20160824,16,21224.787999999997
5679,20160824,17,20857.488
5680,20160824,18,20440.738
5681,20160824,19,20192.688000000002
5682,20160824,20,20469.163
5683,20160824,21,21599.737999999998
5684,20160824,22,20703.388
5685,20160824,23,18728.1
5686,20160824,24,17269.438000000002
5687,20160825,1,16052.525
5688,20160825,2,15409.325
5689,20160825,3,15095.313
5690,20160825,4,15058.2
5691,20160825,5,15193.488000000001
5692,20160825,6,15312.913
5693,20160825,7,17178.825
5694,20160825,8,19292.425
5695,20160825,9,20620.688000000002
5696,20160825,10,21217.213
5697,20160825,11,21219.813
5698,20160825,12,21622.625
5699,20160825,13,21820.875
5700,20160825,14,21775.888
5701,20160825,15,21362.963
5702,20160825,16,21145.175
5703,20160825,17,20744.013
5704,20160825,18,20450.425
5705,20160825,19,20143.263
5706,20160825,20,20405.663
5707,20160825,21,21465.45
5708,20160825,22,20390.525
5709,20160825,23,18625.063000000002
5710,20160825,24,17202.35
5711,20160826,1,16043.525
5712,20160826,2,15257.875
5713,20160826,3,14895.338
5714,20160826,4,14929.588
5715,20160826,5,15100.2
5716,20160826,6,15190.15
5717,20160826,7,16918.163
5718,20160826,8,19015.925
5719,20160826,9,20353.375
5720,20160826,10,20894.938000000002
5721,20160826,11,21072.7
5722,20160826,12,21521.6
5723,20160826,13,21667.112999999998
5724,20160826,14,21657.875
5725,20160826,15,21305.838
5726,20160826,16,21168.838
5727,20160826,17,20795.75
5728,20160826,18,20400.85
5729,20160826,19,20106.85
5730,20160826,20,20324.013
5731,20160826,21,21418.438
5732,20160826,22,20192.325
5733,20160826,23,18431.0
5734,20160826,24,17128.888
5735,20160827,1,16074.563
5736,20160827,2,15298.95
5737,20160827,3,14870.7
5738,20160827,4,14754.9
5739,20160827,5,14772.113000000001
5740,20160827,6,14355.95
5741,20160827,7,15006.825
5742,20160827,8,16501.825
5743,20160827,9,17893.5
5744,20160827,10,18950.388
5745,20160827,11,19329.513
5746,20160827,12,19658.788
5747,20160827,13,19407.0
5748,20160827,14,19142.688000000002
5749,20160827,15,18562.263
5750,20160827,16,18309.95
5751,20160827,17,18004.138
5752,20160827,18,17664.713
5753,20160827,19,17532.313000000002
5754,20160827,20,17874.263
5755,20160827,21,18885.863
5756,20160827,22,17969.763
5757,20160827,23,16706.538
5758,20160827,24,15388.763
5759,20160828,1,14523.725
5760,20160828,2,13844.475
5761,20160828,3,13474.9
5762,20160828,4,13301.875
5763,20160828,5,13245.275
5764,20160828,6,12731.038
5765,20160828,7,12828.725
5766,20160828,8,13886.775
5767,20160828,9,15102.963
5768,20160828,10,16119.05
5769,20160828,11,16761.05
5770,20160828,12,16895.85
5771,20160828,13,16986.65
5772,20160828,14,16995.763
5773,20160828,15,16664.163
5774,20160828,16,16404.875
5775,20160828,17,16205.25
5776,20160828,18,16236.238000000001
5777,20160828,19,16328.625
5778,20160828,20,16761.85
5779,20160828,21,17850.863
5780,20160828,22,17274.813000000002
5781,20160828,23,16269.813
5782,20160828,24,15096.063
5783,20160829,1,14132.613000000001
5784,20160829,2,13812.563
5785,20160829,3,13551.938
5786,20160829,4,13609.35
5787,20160829,5,13919.663
5788,20160829,6,14326.075
5789,20160829,7,16555.538
5790,20160829,8,18999.875
5791,20160829,9,20492.538
5792,20160829,10,21080.05
5793,20160829,11,21214.412999999997
5794,20160829,12,21749.188
5795,20160829,13,21952.625
5796,20160829,14,21831.287999999997
5797,20160829,15,21463.55
5798,20160829,16,21157.213
5799,20160829,17,20761.175
5800,20160829,18,20412.85
5801,20160829,19,20238.613
5802,20160829,20,20899.65
5803,20160829,21,21624.3
5804,20160829,22,20342.888
5805,20160829,23,18596.163
5806,20160829,24,17205.188000000002
5807,20160830,1,16148.925
5808,20160830,2,15537.988000000001
5809,20160830,3,15153.663
5810,20160830,4,15109.588
5811,20160830,5,15253.888
5812,20160830,6,15488.038
5813,20160830,7,17195.913
5814,20160830,8,19231.813000000002
5815,20160830,9,20448.938000000002
5816,20160830,10,20795.063000000002
5817,20160830,11,20956.163
5818,20160830,12,21322.638
5819,20160830,13,21476.338
5820,20160830,14,21410.025
5821,20160830,15,21111.037999999997
5822,20160830,16,20806.763
5823,20160830,17,20488.063000000002
5824,20160830,18,20148.063000000002
5825,20160830,19,19896.35
5826,20160830,20,20559.675
5827,20160830,21,21721.763
5828,20160830,22,20390.275
5829,20160830,23,18521.138
5830,20160830,24,17156.088
5831,20160831,1,16148.713
5832,20160831,2,15556.425
5833,20160831,3,15185.675
5834,20160831,4,15211.1
5835,20160831,5,15307.35
5836,20160831,6,15505.388
5837,20160831,7,17280.975
5838,20160831,8,19406.213
5839,20160831,9,20598.413
5840,20160831,10,21026.662999999997
5841,20160831,11,21108.275
5842,20160831,12,21510.8
5843,20160831,13,21806.85
5844,20160831,14,21719.963
5845,20160831,15,21366.525
5846,20160831,16,21247.575
5847,20160831,17,20741.313000000002
5848,20160831,18,20422.913
5849,20160831,19,20146.4
5850,20160831,20,20877.625
5851,20160831,21,22098.95
5852,20160831,22,20622.438000000002
5853,20160831,23,18590.913
5854,20160831,24,17022.813000000002
5855,20160901,1,15921.6
5856,20160901,2,15300.338
5857,20160901,3,15028.9
5858,20160901,4,15084.288
5859,20160901,5,15227.888
5860,20160901,6,15344.225
5861,20160901,7,17143.163
5862,20160901,8,19381.963
5863,20160901,9,20198.488
5864,20160901,10,20429.125
5865,20160901,11,20608.2
5866,20160901,12,21202.838
5867,20160901,13,21510.025
5868,20160901,14,21563.625
5869,20160901,15,21241.838
5870,20160901,16,20958.925
5871,20160901,17,20524.413
5872,20160901,18,20193.763
5873,20160901,19,19977.488
5874,20160901,20,20838.375
5875,20160901,21,21870.425
5876,20160901,22,20458.763
5877,20160901,23,18566.025
5878,20160901,24,17143.525
5879,20160902,1,16074.513
5880,20160902,2,15442.775
5881,20160902,3,15115.388
5882,20160902,4,15074.175
5883,20160902,5,15261.875
5884,20160902,6,15570.025
5885,20160902,7,17583.025
5886,20160902,8,19515.863
5887,20160902,9,20424.763
5888,20160902,10,20945.0
5889,20160902,11,21037.487999999998
5890,20160902,12,21409.338
5891,20160902,13,21557.3
5892,20160902,14,21324.4
5893,20160902,15,21019.412999999997
5894,20160902,16,20911.675
5895,20160902,17,20563.875
5896,20160902,18,20234.65
5897,20160902,19,20044.538
5898,20160902,20,20703.6
5899,20160902,21,21568.275
5900,20160902,22,20015.7
5901,20160902,23,18310.05
5902,20160902,24,16987.6
5903,20160903,1,15958.038
5904,20160903,2,15217.013
5905,20160903,3,14843.413
5906,20160903,4,14758.488000000001
5907,20160903,5,14702.925
5908,20160903,6,14465.075
5909,20160903,7,14969.688
5910,20160903,8,16387.538
5911,20160903,9,17623.55
5912,20160903,10,18588.2
5913,20160903,11,18994.425
5914,20160903,12,19165.2
5915,20160903,13,19067.65
5916,20160903,14,18920.25
5917,20160903,15,18223.325
5918,20160903,16,17928.725
5919,20160903,17,17521.275
5920,20160903,18,17216.388
5921,20160903,19,17245.763
5922,20160903,20,17981.4
5923,20160903,21,18690.288
5924,20160903,22,17655.625
5925,20160903,23,16427.5
5926,20160903,24,15180.55
5927,20160904,1,14170.463
5928,20160904,2,13556.588
5929,20160904,3,13218.125
5930,20160904,4,13043.838
5931,20160904,5,13003.325
5932,20160904,6,12820.938
5933,20160904,7,12787.725
5934,20160904,8,13596.5
5935,20160904,9,14602.9
5936,20160904,10,15726.4
5937,20160904,11,16321.35
5938,20160904,12,16591.963
5939,20160904,13,16561.55
5940,20160904,14,16471.425
5941,20160904,15,16195.388
5942,20160904,16,15957.488000000001
5943,20160904,17,15860.225
5944,20160904,18,15961.263
5945,20160904,19,16216.65
5946,20160904,20,17311.613
5947,20160904,21,17969.625
5948,20160904,22,16813.188000000002
5949,20160904,23,15810.338
5950,20160904,24,14648.55
5951,20160905,1,13843.638
5952,20160905,2,13479.75
5953,20160905,3,13368.15
5954,20160905,4,13418.675
5955,20160905,5,13688.938
5956,20160905,6,14363.525
5957,20160905,7,17054.925
5958,20160905,8,19340.288
5959,20160905,9,20468.75
5960,20160905,10,20869.213
5961,20160905,11,20879.088
5962,20160905,12,21195.213
5963,20160905,13,21286.825
5964,20160905,14,21237.35
5965,20160905,15,20887.738
5966,20160905,16,20764.988
5967,20160905,17,20304.088
5968,20160905,18,20162.425
5969,20160905,19,20190.025
5970,20160905,20,21154.95
5971,20160905,21,21615.063
5972,20160905,22,19993.263
5973,20160905,23,18190.975
5974,20160905,24,16775.613
5975,20160906,1,15772.363000000001
5976,20160906,2,15251.225
5977,20160906,3,14945.25
5978,20160906,4,15028.75
5979,20160906,5,15151.575
5980,20160906,6,15656.8
5981,20160906,7,17586.188000000002
5982,20160906,8,19627.275
5983,20160906,9,20574.313000000002
5984,20160906,10,20862.5
5985,20160906,11,20873.863
5986,20160906,12,21317.013
5987,20160906,13,21410.025
5988,20160906,14,21358.475
5989,20160906,15,21034.313
5990,20160906,16,20853.425
5991,20160906,17,20616.55
5992,20160906,18,20362.263
5993,20160906,19,20194.9
5994,20160906,20,21288.112999999998
5995,20160906,21,22029.963
5996,20160906,22,20376.488
5997,20160906,23,18461.563000000002
5998,20160906,24,16957.225
5999,20160907,1,15949.088
6000,20160907,2,15393.85
6001,20160907,3,15122.963
6002,20160907,4,15107.575
6003,20160907,5,15332.363000000001
6004,20160907,6,15698.813
6005,20160907,7,17733.588
6006,20160907,8,19813.45
6007,20160907,9,20844.25
